Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-05-24),Price Override,Watchlist,Date Added,Notes,PC URL,PC Ungraded (Raw),PC Grade 8,PC Grade 9,PC Note
Roy Yugioh,YuGiOh,Sneak Preview Series 1,Embodiment of Apophis,SP1-EN003,Ultra Rare,Limited,Ungraded,Lightly Played,0,1,2.64,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=SP1-EN003%20Embodiment%20of%20Apophis&type=prices,3.74,11.16,54.86,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Scapegoat,SDJ-041,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.62,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-joey/scapegoat-1st-edition-sdj-041,3.05,16.5,34.95,
Roy Yugioh,YuGiOh,Magician's Force,Spell Canceller,MFC-020,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.6,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/spell-canceller-mfc-020,4.23,18.49,20.0,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Acid Trap Hole (Dark Duel Stories),DDS-005,Secret Rare,Unlimited,Ungraded,Lightly Played,0,2,2.59,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=DDS-005%20Acid%20Trap%20Hole&type=prices,2.7,12.25,39.25,
Roy Yugioh,YuGiOh,Magician's Force,Double Spell,MFC-106,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,2.58,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/double-spell-mfc-106,4.97,19.67,21.1,
Roy Yugioh,YuGiOh,2004 Collectors Tin,Total Defense Shogun,CT1-EN001,Secret Rare,Limited,Ungraded,Lightly Played,0,1,2.55,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=CT1-EN001%20Total%20Defense%20Shogun&type=prices,3.51,14.51,40.0,
Roy Yugioh,YuGiOh,Metal Raiders,Horn of Heaven,MRD-130,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,3,2.53,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/horn-of-heaven-mrd-130,3.38,10.0,24.92,
Roy Yugioh,YuGiOh,Magic Ruler,Messenger of Peace,MRL-102,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,2.51,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/messenger-of-peace-mrl-102,3.22,14.68,14.68,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Card of Safe Return,LON-029,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.47,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/card-of-safe-return-lon-029,3.34,14.12,33.28,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Riryoku Field,LON-081,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.47,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/riryoku-field-1st-edition-lon-081,3.13,7.3,24.65,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Fairy King Truesdale,WC4-001,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.41,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=WC4-001%20Fairy%20King%20Truesdale&type=prices,4.56,6.51,49.99,
Roy Yugioh,YuGiOh,Invasion of Chaos,Black Tyranno,IOC-075,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.4,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/black-tyranno-ioc-075,7.31,29.98,41.12,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Stone Statue of the Aztecs,AST-014,Super Rare,1st Edition,Ungraded,Near Mint,0,2,2.37,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/stone-statue-of-the-aztecs-1st-edition-ast-014,2.34,16.24,22.13,
Roy Yugioh,YuGiOh,Invasion of Chaos,Levia-Dragon - Daedalus,IOC-083,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.36,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/levia-dragon-daedalus-ioc-083,5.13,62.91,69.0,
Roy Yugioh,YuGiOh,Rise of Destiny,Mystic Swordsman LV6,RDS-EN008,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,2.36,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/mystic-swordsman-lv6-1st-edition-rds-en008,5.35,16.91,24.33,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Curse of Anubis,AST-105,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,2.34,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/curse-of-anubis-ast-105,4.61,15.59,25.6,
Roy Yugioh,YuGiOh,Eternal Duelist Soul,Exchange,EDS-001,Secret Rare,Limited,Ungraded,Lightly Played,0,2,2.31,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=EDS-001%20Exchange&type=prices,2.96,18.5,49.83,
Roy Yugioh,YuGiOh,Legacy of Darkness,Drop Off,LOD-097,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.27,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/drop-off-lod-097,3.81,6.0,9.5,
Roy Yugioh,YuGiOh,Magic Ruler,Painful Choice,MRL-049,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.24,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/painful-choice-mrl-049,3.07,8.97,12.0,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Guardian Sphinx,PGD-025,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.24,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/guardian-sphinx-pgd-025,4.0,22.43,26.0,
Roy Yugioh,YuGiOh,Duelist League Promo,Toon Goblin Attack Force,DL7-EN001,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.24,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-duelist-league-series-7/toon-goblin-attack-force-dl7-en001,3.73,11.89,27.9,
Roy Yugioh,YuGiOh,Nintendo DS Nightmare of Troubadour,Magician's Circle,NTR-EN003,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.24,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=NTR-EN003%20Magician%27s%20Circle&type=prices,2.76,8.25,8.5,
Roy Yugioh,YuGiOh,Dark Crisis,Mirage Knight,DCR-018,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,2.23,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/mirage-knight-dcr-018,4.41,12.89,20.0,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Inferno Hammer (Capsule Monster Coliseum),CMC-EN002,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.23,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=CMC-EN002%20Inferno%20Hammer&type=prices,3.42,26.18,29.0,
Roy Yugioh,YuGiOh,Sneak Preview Series 1,Exchange of the Spirit,SP1-EN004,Ultra Rare,Limited,Ungraded,Lightly Played,0,1,2.22,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=SP1-EN004%20Exchange%20of%20the%20Spirit&type=prices,1.0,7.23,24.88,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Chain Destruction,PSV-006,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.21,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/chain-destruction-psv-006,4.59,17.63,18.24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Byser Shock,PGD-103,Ultra Rare,Unlimited,Ungraded,Near Mint,0,1,2.14,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/byser-shock-pgd-103,2.99,5.38,24.14,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Magical Hats,PSV-033,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.12,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/magical-hats-psv-033,3.0,12.98,37.63,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Stone Statue of the Aztecs,AST-014,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.01,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/stone-statue-of-the-aztecs-1st-edition-ast-014,2.34,16.24,22.13,
Roy Yugioh,YuGiOh,Metal Raiders,Sanga of the Thunder,MRD-025,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.85,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/sanga-of-the-thunder-mrd-025,3.83,17.5,58.47,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Byser Shock,PGD-103,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,1.82,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/byser-shock-pgd-103,2.99,5.38,24.14,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Graverobber,PSV-008,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.78,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/graverobber-psv-008,3.0,20.5,22.54,
Roy Yugioh,YuGiOh,Magician's Force,Skilled White Magician,MFC-064,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.73,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/skilled-white-magician-mfc-064,3.66,14.02,17.2,
Roy Yugioh,YuGiOh,Duelist League Promo,Buster Blader,DL1-002,Super Rare,Limited,Ungraded,Lightly Played,0,1,1.73,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-duelist-league/buster-blader-dl1-002,2.35,15.81,24.45,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Necrovalley,PGD-084,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.72,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/necrovalley-pgd-084,3.47,27.76,27.89,
Roy Yugioh,YuGiOh,Magic Ruler,Confiscation,MRL-038,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.7,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/confiscation-mrl-038,2.29,27.5,31.81,
Roy Yugioh,YuGiOh,Metal Raiders,Kazejin,MRD-026,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.68,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/kazejin-mrd-026,3.24,17.38,32.05,
Roy Yugioh,YuGiOh,Legacy of Darkness,Freed the Matchless General,LOD-016,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,1.62,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/freed-the-matchless-general-lod-016,2.72,18.85,33.0,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Knight's Title (Reshef of Destruction),ROD-EN002,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.62,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-reshef-of-destruction/knight%27s-title-rod-en002,3.2,18.02,30.0,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Bazoo the Soul-Eater,LON-064,Super Rare,Unlimited,Ungraded,Near Mint,0,1,1.55,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/bazoo-the-soul-eater-lon-064,2.85,20.69,23.0,
Roy Yugioh,YuGiOh,Dark Crisis,Terrorking Archfiend,DCR-072,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.5,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/terrorking-archfiend-dcr-072,2.49,10.55,12.0,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Barrel Behind the Door,PGD-095,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.39,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/barrel-behind-the-door-pgd-095,1.99,10.0,13.8,
Roy Yugioh,YuGiOh,Metal Raiders,Tribute to The Doomed,MRD-057,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.35,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/tribute-to-the-doomed-mrd-057,2.41,9.38,12.2,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Bazoo the Soul-Eater,LON-064,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.32,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/bazoo-the-soul-eater-lon-064,2.85,20.69,23.0,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Imperial Order,PSV-104,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,1.22,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/imperial-order-psv-104,4.02,11.86,30.5,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,De-Fusion,LON-097,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.21,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/de-fusion-lon-097,1.4,8.9,12.5,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Fire Princess,LON-034,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,1.14,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/fire-princess-lon-034,1.99,22.0,24.0,
Roy Yugioh,YuGiOh,Starter Deck: Yugi,Card Destruction,SDY-042,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.14,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-yugi/card-destruction-sdy-042,1.61,19.99,20.0,
Roy Yugioh,YuGiOh,Magic Ruler,Maha Vailo,MRL-012,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.07,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/maha-vailo-mrl-012,2.25,10.92,13.01,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Great Dezard,PGD-020,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,1.06,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/great-dezard-pgd-020,2.49,10.5,17.81,
Roy Yugioh,YuGiOh,Ancient Sanctuary,The First Sarcophagus,AST-101,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,1.05,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/the-first-sarcophagus-1st-edition-ast-101,1.87,11.32,18.74,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Penguin Soldier,SDJ-022,Super Rare,1st Edition,Ungraded,Near Mint,0,1,1.01,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-joey/penguin-soldier-1st-edition-sdj-022,2.05,25.25,41.92,
Roy Yugioh,YuGiOh,Rise of Destiny,Divine Wrath,RDS-EN050,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,0.99,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/divine-wrath-ultimate-rare-1st-edition-rds-en050,29.73,20.5,50.15,
Roy Yugioh,YuGiOh,Magic Ruler,Banisher of the Light,MRL-078,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.94,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/banisher-of-the-light-mrl-078,2.17,7.5,20.73,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Limiter Removal,PSV-064,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.89,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/limiter-removal-psv-064,1.99,9.5,12.36,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Penguin Soldier,SDJ-022,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,0.86,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-joey/penguin-soldier-1st-edition-sdj-022,2.05,25.25,41.92,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Riryoku (The Sacred Cards),TSC-002,Secret Rare,Limited,Ungraded,Lightly Played,0,2,0.83,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=TSC-002%20Riryoku&type=prices,0.8,16.87,22.56,
Roy Yugioh,YuGiOh,Magic Ruler,Black Pendant,MRL-003,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.78,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/black-pendant-mrl-003,2.93,12.7,13.3,
Roy Yugioh,YuGiOh,Structure Deck: Zombie Madness,Vampire Genesis,SD2-EN001,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,2,0.77,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-structure-deck-zombie-madness/vampire-genesis-1st-edition-sd2-en001,1.38,34.63,51.26,
Roy Yugioh,YuGiOh,Starter Deck: Kaiba Evolution,Kaiser Sea Horse,SKE-015,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,3,0.75,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-kaiba-evolution/kaiser-sea-horse-1st-edition-ske-015,1.64,21.85,45.17,
Roy Yugioh,YuGiOh,The Falsebound Kingdom,Goblin Fan,TFK-003,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,0.74,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=TFK-003%20Goblin%20Fan&type=prices,1.03,20.35,22.0,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Trap of Board Eraser,PGD-099,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,0.73,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/trap-of-board-eraser-1st-edition-pgd-099,1.98,14.0,14.29,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Mask of Dispel,LON-017,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.72,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/mask-of-dispel-lon-017,2.0,8.65,21.64,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Statue of the Wicked,PGD-046,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.71,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/statue-of-the-wicked-pgd-046,1.45,26.02,29.0,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Gravekeeper's Chief,PGD-065,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.65,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/gravekeeper%27s-chief-pgd-065,1.82,4.8,7.5,
Roy Yugioh,YuGiOh,Invasion of Chaos,Chaosrider Gustaph,IOC-018,Super Rare,Unlimited,Ungraded,Near Mint,0,1,0.62,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/chaosrider-gustaph-ioc-018,1.0,6.91,11.64,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Mirror Wall,PSV-016,Super Rare,Unlimited,Ungraded,Heavily Played,0,1,0.61,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/mirror-wall-psv-016,1.87,24.0,24.98,
Roy Yugioh,YuGiOh,Ancient Sanctuary,The First Sarcophagus,AST-101,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.59,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/the-first-sarcophagus-ast-101,1.02,5.5,20.5,
Roy Yugioh,YuGiOh,Soul of the Duelist,Hallowed Life Barrier,SOD-EN060,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.59,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/hallowed-life-barrier-sod-en060,1.85,6.0,10.9,
Roy Yugioh,YuGiOh,Invasion of Chaos,Trap Jammer,IOC-110,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.58,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/trap-jammer-ioc-110,1.52,6.96,20.52,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Parasite Paracide,PSV-003,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.57,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/parasite-paracide-psv-003,0.8,19.5,26.06,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Scout Plane,IOC-012,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.54,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/dd-scout-plane-ioc-012,1.99,9.44,10.0,
Roy Yugioh,YuGiOh,Invasion of Chaos,Chaosrider Gustaph,IOC-018,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.53,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/chaosrider-gustaph-ioc-018,1.0,6.91,11.64,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Fairy Meteor Crush,PSV-063,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.49,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/fairy-meteor-crush-psv-063,1.15,15.23,17.0,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Backup Soldier,PSV-028,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.48,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/backup-soldier-psv-028,1.54,8.43,9.0,
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Gryphon Wing,SDP-050,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,0.48,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-pegasus/gryphon-wing-1st-edition-sdp-050,1.61,10.0,21.06,
Roy Yugioh,YuGiOh,Rise of Destiny,Tragedy,RDS-EN049,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.23,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/tragedy-ultimate-rare-rds-en049,8.45,,,
Roy Yugioh,YuGiOh,Rise of Destiny,Pikeru's Circle of Enchantment,RDS-EN057,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,0.2,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/pikeru%27s-circle-of-enchantment-ultimate-rare-1st-edition-rds-en057,13.0,19.01,64.61,
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Gryphon Wing,SDP-050,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.18,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-pegasus/gryphon-wing-sdp-050,0.48,6.5,8.0,
